@relation 'all news tweets'

@attribute Content string
@attribute Time {11/20/2023,11/22/2023,11/19/2023,11/17/2023,11/21/2023,10/29/2023,11/18/2023,11/14/2023,10/12/2023,11/6/2023,11/1/2023,10/10/2023,10/31/2023,10/15/2023,10/16/2023,10/27/2023,10/17/2023,10/30/2023,10/11/2023,11/12/2023,10/14/2023,11/10/2023,11/15/2023,11/3/2023,11/9/2023,11/16/2023,10/13/2023,11/13/2023,10/24/2023,11/5/2023,11/8/2023,11/23/2023,10/19/2023,10/9/2023,10/26/2023,10/18/2023,10/23/2023,11/7/2023,11/4/2023,11/11/2023,10/21/2023,10/28/2023,11/2/2023,10/25/2023,10/22/2023,10/8/2023,10/20/2023}
@attribute Review numeric
@attribute RetweetNumber numeric
@attribute Like_Numbers numeric
@attribute Look_Numbers numeric
@attribute UserName {Palestine,Israel,SkyNews,IDF,BBCWorld,CNN,RT_com,CBNNews,Telegraph,FoxNews,Independent}
@attribute UserName_For_Label {Palestine,Israel}

@data
'?I Wasn?t Strong Enough?: Billie Eilish Reveals Pain of Being Sexualized as a Teenager https://faithwire.com/2023/11/15/i-wasnt-strong-enough-billie-eilish-reveals-pain-of-being-sexualized-as-a-teenager/? via @faithwirenews',11/15/2023,?,1,2,901,CBNNews,?
'?I?m Going to Get You?: Hero Army Vet Saves Pregnant Woman  Takes Down Alleged Carjacker https://faithwire.com/2023/11/09/im-going-to-get-you-hero-amy-vet-saves-pregnant-woman-takes-down-alleged-carjacker/? via @faithwirenews',11/10/2023,?,4,10,985,CBNNews,?
'?Israel is not our friend?: Neo-Nazis salute Hitler in march through Wisconsin town https://timesofisrael.com/israel-is-not-our-friend-neo-nazis-salute-hitler-in-march-through-wisconsin-town/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,56,33,44,1100,Israel,Israel
'?Miracle of Stupidity?: Jordan Peterson Tells Dave Ramsey ?No. 1 Thing? Americans Need to Accomplish Goals https://faithwire.com/2023/11/01/miracle-of-stupidity-jordan-peterson-tells-dave-ramsey-no-1-thing-americans-need-to-accomplish-goals/? via @faithwirenews',11/3/2023,1,?,8,1100,CBNNews,?
'?No Excuse?: ?Jeopardy? Host Mayim Bialik Says ?Nothing Has Prepared? Her for Antisemitism She?s Seeing https://faithwire.com/2023/10/31/no-excuse-jeopardy-host-mayim-bialik-says-nothing-has-prepared-her-for-antisemitism-shes-seeing/? via @faithwirenews',11/1/2023,?,12,22,1600,CBNNews,?
'?This is my son. No arm ? it?s been 47 days?: Mom shows pope image of her hostage son https://timesofisrael.com/this-is-my-son-no-arm-its-been-47-days-mom-shows-pope-image-of-her-hostage-son/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/22/2023,6,4,14,4800,Israel,Israel
'?An opportunity has been identified to create the perfect storm  internal crisis  broad escalation in the Palestinian arena and challenges from other areas : Read the warnings Netanyahu received from Military Intelligence before October 7',11/21/2023,12,42,75,1900,Israel,Israel
'?We were standing on what used to be asphalt and now has become sand. All the people stood in a long line before the tin hut carrying their ID cards or passports. And we went inside?',11/22/2023,9,12,24,8700,Israel,Israel
'1 000 boats said set to leave Turkey for Gaza waters in new ?Freedom Flotilla? https://timesofisrael.com/1000-boats-said-set-to-leave-turkey-for-gaza-waters-in-new-freedom-flotilla/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,85,92,109,3900,Israel,Israel
'1 000 Families Fed Free Thanksgiving Meal in Outreach Inspired by Jesus Feeding the 5 000',11/21/2023,?,6,23,1500,CBNNews,?
'1/11November 24  1998  was a day to remember in the Gaza Strip@avischarf',11/20/2023,3,16,36,1100,Israel,Israel
'1/2A former senior editor at Human Rights Watch accused the NGO in a farewell message to staff of abandoning principles of professionalism  accuracy and fairness in its coverage of the conflict',11/21/2023,14,24,65,1800,Israel,Israel
'1/2The head of Military Intelligence s research division warned Netanyahu in March and July that Israel s sociopolitical crisis over the judicial coup was stirring its enemies to chance military action',11/21/2023,6,39,86,1800,Israel,Israel
'1/3Despite Mossad director˜David Barnea meeting Qatari officials in Doha earlier this month to discuss the hostage negotiations  Western public pressure had been building on Qatar?s Hamas office | Opinion',11/22/2023,2,7,16,1100,Israel,Israel
'1/4Amidst fierce fighting in the Gaza Strip  X-owner Elon Musk said on Tuesday that the social network would begin channeling a portion of its revenue to support medical care for Israelis and Palestinians@SamuelSokol @Bsamuels0',11/22/2023,23,13,41,1800,Israel,Israel
'1/4Every year Shoshan Haran spends weeks in Africa  where the vision she had over a decade ago has come true: Her agritech nonprofit company helps farmers in Ethiopia  Tanzania and Rwanda rescue hundreds and thousands from poverty',11/21/2023,7,10,18,9400,Israel,Israel
'1/6There?s nothing easier or faster in today?s global media environment than manufacturing a conspiracy theory. We?ve seen one grow in plain sight in recent days: the denial of Hamas? massacre of Israeli citizens on October 7 / @AnshelPfeffer',11/21/2023,23,128,293,8800,Israel,Israel
'10/11A momentary sense of coexistence took wings as Israeli and Palestinian pilots exchanged greetings in English  Hebrew and Arabic while flying over Egyptian airspace',11/20/2023,1,4,20,6400,Israel,Israel
'100 patients have been evacuated from the Indonesian hospital with the help of the Red Cross within hours of an Israeli attack that killed 12 Palestinians  reports Gaza health ministry.  LIVE updates: http://aje.io/nkk7k5',11/20/2023,24,93,172,4800,Palestine,Palestine
'11/11However  the Gaza Strip?s air bridge to the world did not last long. After the outbreak of the Second Intifada in September 2000  Israel shut down the airport  and a year later IDF bulldozers destroyed the runway',11/20/2023,1,7,21,6400,Israel,Israel
'12 killed in airstrike on Gaza hospital  Hamas-run ministry claims.Follow our Israel-Gaza liveblog for the latest',11/20/2023,1,17,19,3100,Telegraph,?
'15 Palestinians have been killed in Israeli air raids in the central and southern Gaza Strip  the Palestinian news agency Wafa reported. LIVE updates: http://aje.io/5b1xgr',11/19/2023,22,127,193,4300,Palestine,Palestine
'15-year-old Dafna and 8-year-old Ella are being held hostage by Hamas terrorists in Gaza.34 days since they have seen their mother.34 days since they have hugged their loved ones.  BRING THEM HOME NOW.',11/9/2023,2200,4500,1200,33800,IDF,?
'17 killed in Israeli strike on Gaza s Nuseirat refugee camp  reports Palestinian news agency  Wafa.  LIVE updates: http://aje.io/pbvd83',11/21/2023,14,128,140,3000,Palestine,Palestine
'2 more US Jewish Democrats join growing calls for a Gaza ceasefire https://timesofisrael.com/2-more-us-jewish-democrats-join-growing-calls-for-a-gaza-ceasefire/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/19/2023,30,13,16,8200,Israel,Israel
'2 Teen Deaths Spark Revivals in Kentucky & Florida:  You Never Expect Him to Move This Big ',11/17/2023,?,5,12,100,CBNNews,?
'2/11Thousands of Palestinians gathered at the southwestern tip  on the Egyptian border  opposite the Kerem Shalom crossing  and watched in awe as large jets from Morocco  Egypt and Jordan landed there',11/20/2023,1,1,9,542,Israel,Israel
'2/2?We are seeing deliberation on whether to sit on the fence and let Israel continue to weaken itself  or to take initiative and worsen its situation ? wrote Brigadier General Amit Sa?ar in letters to Netanyahu',11/21/2023,3,7,28,900,Israel,Israel
'2/2Danielle Haas  who is herself Israeli and worked as a senior editor in the HRW program office for more than 13 years  tells Haaretz she felt compelled to speak out because ?no organization should be above engaging in self-critique right now?',11/21/2023,5,5,31,9300,Israel,Israel
'2/3But what does success for the hawks looks like? Qatar?s chiding by Western allies? Hamas? removal from the country? | Opinion',11/22/2023,1,?,6,6100,Israel,Israel
'2/4Musk  who has been dogged by allegations of antisemitism ever since taking over the platform formerly known as Twitter last year  announced his intention in an X post',11/22/2023,2,3,2,942,Israel,Israel
'2/4On October 7  the 67-year-old Haran was kidnapped to Gaza by Hamas. Her family s home on Kibbutz Be?eri was found empty and burned beyond recognition',11/21/2023,1,5,5,292,Israel,Israel
'2/6This one wasn?t just pushed by social media  but by Qatar?s Hamas-supporting Al Jazeera network  which over the weekend took one half-sentence from a Haaretz report and distorted it to feed the theory',11/21/2023,2,27,105,1400,Israel,Israel
'200+ empty beds and cribs in Jerusalem s Safra Square for the 200+ Israeli men  women  children  babies  and grandmothers being held hostage in Gaza. Thank you @Jlm_city for this beautiful and heartbreaking tribute. #BringThemHome @Arnon_Bossani',10/31/2023,1900,1600,5300,28200,IDF,?
'261 GA Churches Leave United Methodist Church in Ongoing LGBTQ Schism',11/20/2023,1,10,21,1200,CBNNews,?
'29 premature babies evacuated to Egypt as fighting around Gaza hospitals intensifies https://timesofisrael.com/29-premature-babies-evacuated-to-egypt-as-fighting-around-gaza-hospitals-intensifies/?utm_source=dlvr.it&utm_medium=twitter? . Click to read',11/20/2023,9,18,42,6300,Israel,Israel
'3 people have been killed and at least 9 wounded after Israeli forces turned up at Ibn Sina Hospital  which is one of the biggest in the occupied West Bank  reports Al Jazeera s @sarakhairat. LIVE updates',11/17/2023,42,309,304,6000,Palestine,Palestine
'3/11The occasion was the historic inauguration ceremony of Dahaniya International Airport  whose construction had been agreed upon as part of the Oslo Accords',11/20/2023,1,?,11,473,Israel,Israel
'3/3Both would have ramifications for the future of conflict mediation. Gulf states nor any other countries will put themselves forward  knowing later they will be sold out by Western allies once facing public censure | Opinion',11/22/2023,?,?,7,5900,Israel,Israel
'3/4Shoshan?s husband  Avshalom Haran  was murdered by terrorists during the massacre of Gaza border communities  as were Shoshan?s sister  Lilach Kipnis  and Lilach s  husband Eviatar',11/21/2023,2,5,11,7200,Israel,Israel
'3/4War-related misinformation has proliferated on X since Hamas? attack on October 7. According to Media Matters  X Premium subscribers with verified blue check marks have shared at least six misleading videos that earned millions of views',11/22/2023,5,5,7,6200,Israel,Israel
'3/6In the space of just six weeks  Al Jazeera has gone from cheering the Hamas massacre to denying it. But that?s the point of conspiracy theories: they don?t have to conform to any logic  just to hate-filled agendas',11/21/2023,5,94,241,7100,Israel,Israel
'31 more Australians left Gaza through the Rafah crossing into Egypt.  LIVE updates: http://aje.io/yovts4',11/20/2023,21,77,207,4900,Palestine,Palestine
'31 Palestinian premature babies in the besieged Gaza Strip  trapped in al-Shifa Hospital without life-sustaining equipment  have been evacuated by ambulance http://aje.io/mv76tb',11/19/2023,108,885,1600,51500,Palestine,Palestine
'31 premature babies evacuated from Gaza s largest hospital as US confirms Hamas operations there',11/20/2023,184,41,174,7400,FoxNews,?
'31 prematurely born babies have been forcibly evacuated from al-Shifa Hospital and taken to hospitals south of the Gaza Strip.  LIVE updates: http://aje.io/5b1xgr',11/19/2023,37,221,278,4700,Palestine,Palestine
'3-year-old Ahmad Shabat lost his legs in an Israeli air attack outside a UN school in Nuseirat refugee camp that killed his uncle http://aje.io/5ja0pg',11/16/2023,562,6500,8200,38100,Palestine,Palestine
'3-year-old whose parents were murdered on Oct. 7 among hostages slated for release ? US official https://timesofisrael.com/liveblog_entry/3-year-old-whose-parents-were-murdered-on-oct-7-among-hostages-slated-for-release-us-official/? via @timesofisrael',11/22/2023,8,14,38,5200,Israel,Israel
'4/11A month later  for the first time in history  United States President Bill Clinton landed in the Gaza Strip and  together with Palestinian Authority President Yasser Arafat  cut the ribbon and officially opened the airport',11/20/2023,1,?,9,496,Israel,Israel
'4/4 Here is Haaretz s @omerbenj explaining how Elon Musk?s changes to X and Hamas? digital offensive made for a perfect storm of disinformation',11/22/2023,2,5,8,1000,Israel,Israel
'4/4Haran s daughter Adi  her husband Tal and their two children were also abducted to Gaza  as were Avshalom?s sister  Sharon Avigdori and her daughter Noam',11/21/2023,3,6,12,7300,Israel,Israel
'4/6Al Jazeera is not alone. A circle of hard-core Netanyahu fans has been propagating a very similar conspiracy theory',11/21/2023,2,24,99,1000,Israel,Israel
'5/11As part of the Oslo II Accords signed in September 1995  Israel  under Prime Minister Yitzhak Rabin  and the PLO agreed to establish an international airport in the Gaza Strip',11/20/2023,1,?,8,504,Israel,Israel
'5/5One would expect that this would have ended the debate in the international media  but since there are still those who even deny that a massacre occurred on October 7  it is doubtful that this evidence will be enough  either / Amos Harel',11/20/2023,15,18,86,1400,Israel,Israel
'5/6That a cabal of political opponents of his government?s plans to eviscerate the judiciary  senior IDF officers and Shin Bet security service officials somehow conspired to allow the October 7 massacre to happen and blame it on Netanyahu',11/21/2023,2,15,92,1200,Israel,Israel
'50 trucks carrying food and medical supplies have entered Gaza via the Rafah crossing  but the aid has only reached the southern areas of Gaza  as reported by Al Jazeera. LIVE updates: http://aje.io/pbvd83',11/21/2023,34,83,147,3500,Palestine,Palestine
'50 000 pregnant women unable to access clean water in Gaza  says UN And 5 500 of those women are due to give birth in the coming monthFollow live',10/12/2023,4900,1000,2000,3800000,BBCWorld,?
'57.5\% of Israelis said that they believed the #Israel Defense Forces (IDF) were using too little firepower in #Gaza  36.6\% said the IDF was using an appropriate amount of firepower  while just 1.8\% said they believed the IDF was using too much fire power  Between Oct 23-28th.',11/20/2023,84,494,510,4600,Palestine,Palestine
'6/11Three years later  Prime Minister Benjamin Netanyahu and Arafat signed the Wye Agreement  ratifying  among other things  the opening of the airport',11/20/2023,1,2,9,3200,Israel,Israel
'6/6The prime minister could shut this down if he wanted. For some reason  he has chosen not to: either for fear of losing his most ardent supporters  or because he?s happy for these ridiculous ideas to be in circulation / @AnshelPfeffer',11/21/2023,9,21,98,1500,Israel,Israel
'60 Canadian Jewish leaders have come to Israel on a solidarity visit. The head of the Montreal Jewish Federation says Canadian Jews will not be intimidated  and will remain a strong Jewish community.',11/20/2023,10,11,80,8700,Israel,Israel
