@relation 'hashtags trimmed both-weka.filters.unsupervised.attribute.Remove-R2-7-weka.filters.unsupervised.attribute.Remove-R2-4'

@attribute Tweet_Content string
@attribute Targe_Pro {Israel,Palestine}

@data
'Israeli soldiers wave the Israeli flag on the terrace of Al Shifa Hospital.How is this defending themselves from Hamas?THEIR GOAL IS CLEARLY TO OCCUPY LAND!#AlShifa #Palestine_Genocide',Palestine
'Israeli kidnapping Muslims in brought day light. May Allah protect these sisters #FreePalestine',Palestine
'+18:Shocking Scenes| West Bank|An Israeli occupation sniper shoots  Palestinian wearing a white T-shirt(In the background).The explosion of blood from the Palestinians head is visible, Nablus.#Gaza#PalestineGenocide#GazaGenocide#GazaHolocaust#Palestine #PalestineHolocaust',Palestine
'Two Israeli soldiers using dogs to viciously attack a Palestinian teenager, while a third soldier records it and laughs! The IDF would get acrophobia in a sewer!! #FreePalestine#IsraeliTerrorists #IsraelTerrorism #FreePalestine #FreeGazaNow',Palestine
'i just wanna be able to hold my hand again please stop the war and let us live  #CeasefireNOW#IsraeliTerrorists #IsraelTerrorism #FreePalestine#IsraelIsATerrorist #Gaza#GazaGenocide#Palestine_Genocide #Israel = ISISTERRORIST #Biden',Palestine
'a year ago today i found this video of fifty fifty singing higher live and fell in love. i watched all of their content and listened to their music everyday. i truly thought i would have years with them together.',Palestine
'Hundreds of pro-Palestinian activists gathered at UC Berkeley to mourn those who were killed by Israel in #Gaza.The students chanted Free, free #Palestine! as a Free Gaza banner dropped from the campus 307-foot Campanile bell tower.#PalestineGenocide #GazaUnderAttack',Palestine
'This is what democracy looks like in #Israel today if youre an anti-zionist Jew. Solidarity with all of our Jewish comrades. The worlds rising up against Israeli fascism.#IsraelIsATerrorist  #FreePalestine',Palestine
'How far will the world allow Israel to commit their brutality? This is shameful! Free Palestine',Palestine
'Israeli soldiers mockingly erupt in laughter while demolishing a mosque in Gaza. So, in this scenario, how exactly is Hamas involved? Explain that to me.#IsraelIsATerrorist #PalestineGenocide',Palestine
'You killed the hostages yourself and denied trading 4 times atleast. Say hi in the ICC #freepalestine',Palestine
'The Palestinians deserve to have the land that belongs to them back. Free from oppression from the Zionist thieves. The #Palestine_Genocide must come to an end.',Palestine
'Theyre insane.. Theyre mad.. They lost their humanity.. They are killing children... #STOP_BOMBING_GAZA #StopTheWarNow #FreePalestine',Palestine
'Israel SHOOTS 2 PALESTINIAN CHILDREN while playing on a scooter in the West Bank#IsraelIsATerrorist #hamas #palastine #FreePalestine #Al_Shifa_Hospital',Palestine
'This is what the @netanyahu government is trying to cover with their propaganda. This is genocide. This is not different from what Hitler did to Jews in the 1940s.#StopGazaGenocide #NetanyahuWarCriminal #GenocideJoe #EndTheOccupation #FreePalestine',Palestine
'Israel presents the evidence to a small group of journalists',Palestine
'I love her so much and it hurts my heart so much that websites are only responsible for sharing news about her just to spread false narratives (the fake m&g) instead of sharing news that actually matters like the situation in Palestine.CEASEFIRE. FREE PALESTINE',Palestine
'Remember a kind heart is full of light.  And we need a kind heart to lead.#FreePalestine #ThePromisedSavior',Palestine
'What keeps them unified is they would all be allowed to use a whites only water fountain',Palestine
'Brilliant turnout at the #CeasefireNowInGaza  demo outside parliament in London #FreePalestine',Palestine
'Maybe we were wrong! Israel doesnt want to burn Gaza to the ground to rescue hostages, eliminate Khamas, or ethnically cleansing Palestinians.They only want some space to express their demonic artistic skills.#IsraeliTerrorists #SaveGaza #CeasefireNOW #FreePalestine',Palestine
'Calls for a Free Palestine in the Saskatchewan legislature immediately after we called for a ceasefire in chambers during question period.',Palestine
'13000 Palestinians were killedIncluding5500 children and 3500 womenAdd to that 6000 missing.This means:19000 were killed in Gaza.Ceasefire Now#Gaza_Geniocide #GazaHolocaust #Palestine_Genocide #FreePalestine #IsraeliTerrorists',Palestine
'please spread this as much as you can.BTS and ARMY have always guided eachother. we can tell them through our messages so please raise your voice#FreePalestine#EndTheGenocide#ARMYforPalestine',Palestine
'Quick answer me this. Is Katniss a terrorist? Maybe watching this will open some of your eyes.#FreePalestineFromIsraelNOW #FreePalestine',Palestine
'Every passing seconds this tweet gets funnier of funnier.This guy reay confidently went to Gaza in a tank to murder children and bit the dust.',Palestine
'why i stopped buying books and just read them on pdf',Palestine
'South African police put an end to a pro-Palestinian Hamas protest. Intolerance wherever they infest.Well done Cape Town!! #HamasTerrorist #HamasisISIS #FreePalestineFromIsrael #FreePalestine #GazaGenocide',Palestine
'Who are you addressing these Hebrew signs to? The Israeli government? Perhaps write them in Arabic instead and ask Hamas to amend its Free Palestine from River to Sea charter and disband its militia. There will be no more wars thereafter. I promise you.',Palestine
'Australian-American basketball player #KyrieIrving was seen wearing the Palestinian koufiyyeh during a press conference following a game in solidarity with the #Palestinian people.#PalestineGenocide #GazaUnderAttack',Palestine
'I cannot thank you enough for helping educate and shine a light on this atrocity. Kiddo and I were in Austin yesterday for the free Palestine rally. GenZs determined activism and refusal to accept the status quo is inspiring to all of us.',Palestine
'I wonder if all the women that go on these free Palestine marches realise that if they lived in Palestine, they wouldnt be allowed to go on such marches. Thank your lucky stars that you live in a free country.',Palestine
'Wow.Look how grateful they are just for some bread.#FreePalestineFromIsraelNOW #FreePalestine #gaza',Palestine
'Freedom is a gauze steeped in the blood of a bullet woundFrom Palestine to the Philippines Stop the U.S. War Machine! #FreePalestine',Palestine
'FREE PALESTINE FROM THE RIVER TO THE SEA Just to clarify once and for all, this is what these two slogans REALLY mean. Coming to you straight from the mouths of leading BDS activists. @RashidaTlaib  WATCH',Palestine
'Kalau pertanyaanSiapa yang lebih jahat Bibi atau AdolfBisa dibaca jawabannya di bawah ini.#SahabatPalestina_ID #IsraelTerrorists#IsraelNewNazi',Palestine
'Dont call Hamas terrorists. Look at how the Israelis are acting; its obvious who the real terrorists are.#FreePalestine',Palestine
'The Israeli occupation has reportedly stormed Ibn Sina Hospital in #Jenin, the video shows the Israeli occupation forcing the medical personnel to leave the hospital with their hands in the air.#PalestineGenocide',Palestine
'The saner voices are getting louder and stronger. We will not be silenced .#Palestine_Genocide #CeasefireNOW',Palestine
'everyone putting them pics as a pfp *sighs* this is the new pink sweater',Palestine
'How it should be done.Take note all the pro #HamasTerrorists & #FreePalestine rioters with your genocidal chants and disrespect of British monuments and war memorials.#SupportIsrael #IsraelFightsBack',Palestine
'HEY! Biden what do you say?How many kids did you kill today?Netanyahu you can hide!!We charge you with genocide.By the millions by the billionsWe are all Palestinians .#FreePalestine',Palestine
'This made me speechless The World need to watch this . #Palestine #Israel  #IsraeliTerrorists #IsraelPalestineWar #IsraelIsATerrorist  #USA #Gaza #GazaGenocid #gazaholocost #GazaConcentrationCamp #Palestine_Genocide #GazaMarchLahore #GazaMarch #GazaConflict #IsraelTerrorism',Palestine
'Students from #DelhiUniversity  raising slogans of  #FreePalaestine  at Jawar Lal Neheru Stadium New Delhi during the  Australia Afghanistan match.#IndiaWithPalestine #Palestine_Genocide',Palestine
'considering zionism is a white supremacist ideology being a zionist makes you racist btw.',Palestine
'I dont understand how, despite massive chants for Jewish genocide, breaking into synagogues and global lynch mobs hunting down Jews in the street, Israeli allies are not following their demands to free Palestine.',Palestine
'Shout at Starbucks, M&S and Tesco to Free Palestine!The Palestine Solidarity Campaign having a magnificent day out in Windsor yesterday.They also charged the local MP, Adam Afriyie, with genocide.The poor things were very upset, though, that people didnt like them.',Palestine
'These companies support the Zionist entity you should boycott it too.#IsraeliTerrorists #FreePalestine',Palestine
'Hazrat Khalid had said to the Romans, dont rely on your numbers, dont rely on your weapons, know that you are competing with a people who love death as much as you love life.#AlShifaHospital #Gaza #GazaGenocide #IsraelIsATerrorist #PalestineGenocide #FreePalestineFromIsrael',Palestine
'People from every age in the metro station in AthensFree free Palestine. #Palestine #FreePalestine',Palestine
'Israel blew up Palestine ParliamentHow world will Justify itFollow me for updates#Palestine #Gaza #Israel #Palestine_Genocide #Palestine',Palestine
'After the rain, the life of Palestinians has become more difficult.We love you, our hearts are broken seeing you in this condition, may Allah help you #Palestine_Genocide #Gaza_under_attack #Israel #hamas',Palestine
'The IOF are not letting anyone in Al-Aqsa mosque to do Friday Prayer . Notice how they are pushing the crowds violently knowing that most of the crowd are elderly ?  #Palestine_Genocide #IsraeliTerrorists #WestBank',Palestine
'she was starving parched rent was past due and she did what had to be done. i love you lucy gray baird. #tbosas #TheBalladOfSongbirdsAndSnakes @rachelzegler',Palestine
'Tomorrow we will be marching for #Gaza & #Peace. Many of our members have been calling for an end to #Apartheid for decades. #Palestine_Genocide #PeaceForGAZA',Palestine
'SNP Ceasefire Vote Itll reveal moral conscious & values of every MP in WM!Itll reveal how many MPs in WM are unconscionable cowards!Not voting is sanctioning the indiscriminate murder of children!#PalestinianLivesMatter#Palestine_Genocide#CeasefireInGazaNOW',Palestine
'The USA has airdropped over 22,000 illegal automatic weapons in Jerusalem for illegal Israeli settlers to use on innocent Palestinians in West Bank and 48. The US is as much a part in this genocide of Palestinians as Israel is! 22,000 guns!! #PalestineGenocide',Palestine
'Why are you attacking us, the people of Yemen, instead of attacking Israel and demanding an end to the massacres, and holding Netanyahu responsible for the genocide that is happening in Gaza#Yemen  #FreePalestine',Palestine
'How right he is.If people cant see the 2 tier policing now they really are beyond SpecSavers.Not a Union Jack in sight, & guess what, hardly a copper in sight either, Westminster is FULL of the Leftist Free Palestine mob baying for blood.How are the Met going to explain this?',Palestine
'Moved by the innocence and compassion of a young girl who prayed for the people of Palestine. Their struggles are real, and their hope is unwavering. May their freedom and peace be granted soon#Palestine #Gaza #FreePalestine #FreePalestineNow',Palestine
'Shes my soulA Palestinian father says goodbye to his daughter who was killed by Israeli occupation airstrikes in Khan Yunis.@Alhamdhulillaah #FreePalestine  #GazaHolocaust',Palestine
'Terrorist Israel threw 500 sick and injured people onto the streets.#doctorsstandwithpalestine #IsraelTerrorism #AlShifaHospital #FreePalestine',Palestine
'shes complete (for now)a palestinian flag made out of old starbucks aprons, a shower curtain, and tshirt scraps bc fuck corporate greed & fuck capitalistic white supremacy.#FreePalestine #SwiftiesForPalestine',Palestine
'A Canadian hero embarrasses the owner of pro Israel CBC..! #FreePalestine',Palestine
'this is such a mom & dad-esque pic, i love it. i love us. we are wonderful. the universe often gives us signs that were on the right path, walking hand in hand. our life is simple, easy, & fun. full of domestic bliss. my dearest, darling companion + #MaskUp #FreePalestine',Palestine
'Thats how Israel occupied Palestine.#AlShifaHospital #IsraelTerrorism #Palestine_Genocide #FreePalestineFromIsrael #FreePalestine #Hezbollah #Hamas.',Palestine
'Take this as propagandaI drew this fast I as could oughh',Palestine
'Why are we funding socialism for Israelis??? And not here at home???',Palestine
'he thought he was cooking  embarrassing wallahi just say free Palestine bro',Palestine
'Israel using children as HUMAN SHIELDS . They always accuse others of what they are guilty of . #idf #IsraeliCrimes #humanshields #gaza #Palestine #genocide #warcrimes #Gaza_Genocide #IDFterrorism #israel #GazaHolocaust #Gaza_War #IsraelWar',Palestine
'my headcanon for qfoolish and qjaiden not appearing on purgatory these days is that they were tired asf and decided to have a who sleeps the longest battlechaos twins my beloveds',Palestine
'Fuckin hell.. just blocked about 300 lefties Free Palestine and rejoin EU muppetsGet away from me!!',Palestine
'Cant recommend enough that we all watch this - the final part is a killer. #FreePalestine',Palestine
'Tomorrow, they are planning to release a bill giving death penalty to thousands of Palestinian people imprisoned in Israel prisons INCLUDING CHILDREN. Do not stay silent do not let this be excused KEEP SPEAKING ABOUT PALESTINE!! DEMAND A CEASEFIRE NOW#CeasefireNow #FreePalestine',Palestine
'In 1933 jews came to Palestine as refugee immigrants with these permits. #FreePalestine',Palestine
'#Israels Army Targets Babies, NOT #Hamas!!!This small #Palestinian baby is suffering from severe burns after surviving a violent Israeli airstrike that targeted his home in #Gaza!#IsraeliNewNazism #IsraeliTerrorists #Palestine #Palestine_Genocide Warning: Sensitive Media',Palestine
'While the ADL is trying to have college students charged with providing material support to terrorists for saying Free Palestine, nonprofit orgs in New York are using their tax deductible donations to arm violent Israeli settlers in the West Bank and facilitate ethnic cleansing',Palestine
'During breakfast, my five-year-old daughter randomly chanted Free Free Palestine and then chanted it in Spanish: Palestina Libre, Palestina Libre! Liberation is in the air! From the River to the Sea, Palestine will be Free!',Palestine
'A Palestinian person begs for help with just a hand under the rubble of Jabalia, but above them are concrete slabs & the weight of a building@king7851007 #PalestineGenocide #StopGazaGenocide #IStandWithPalestinians #Gaza_under_attack #BoycottIsraelProduct',Palestine
'HAPPENING NOW: shutting down Union Station in DC #FreePalestine #LongLiveGaza',Palestine
'STOP THIS MADNESS!!STOP THIS NIGHTMARE!!STOP THIS GEN0CIDE!!STOP THIS ETHNIC CLEANSING!!#CeasefireNOW #CeasefireInGazaNOW #FreePalestine',Palestine
'IDF laugh as they detonate a mosque in Gaza.Western media wants you to believe that they are the good guys.#freepalestine #gazagenocide',Palestine
'I have NO sympathy NO remorse and NO respect for israel. I wish upon them everything they have done to Gaza and more.. Free Palestine',Palestine
'I feel like it would be better if I died with my mom, the girl who survived the Israel attack, which killed her family. This is heartbreaking .#AlShifaHospital #PalestineGenocide',Palestine
'This is a video of @Hozier from a few weeks ago stopping his concert to ask everyone in the audience to call representatives to demand a ceasefire. It was obviously a courageous move on his end. This is how you use your platform. Free Palestine  #CeasefireForGaza',Palestine
'Save Palestine  Free palestine  This coin is older then israel',Palestine
'I dont usually post videos of myself because I dont like to hear myself but I had to say something, this genocide and ethnic cleansing has to end and we need a ceasefire.Ive had to split it down into two parts.#FreePalestine #CeasefireNow #Palestine',Palestine
'Children of #Gaza groan in pain from the continuous bombing of the Gaza Strip.#FreePalestine #IsraelTerrorism',Palestine
'Tagging gov official, just a travel show made akgaes outing members putting their life in danger, akgaes are real anti of members. Like why tf someone think a show is promoting gay business, in Korea their is increase in attack towards lgbt. God I wish worse on akgaes their life',Palestine
'FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE!!Aku akan selalu bersuara untuk gaza dan seluruh pelosok #Palestine sampai mereka merdeka! Allahu akbar..#PalestineGenocide #PalestineWillBeFree',Palestine
'i was born in 2014 she is EIGHT and shes already been through the trauma of GENOCIDE it isnt fucking fair how they have to suffer like this. i pray for a free Palestine so this little girl can live in her home without the fear of death',Palestine
'Human towers in Solidarity with Palestine in Terrassa Catalonia #FreePalestine',Palestine
'A Palestinian girl talks about her room which was bombed by the Israeli army.It was beautiful and had everything #FreePalestine #Yemen Khamas #IsraelIsATerrorist Hamas HQ',Palestine
'Menteri Kesehatan Palestina: Lebih dari 11,500 orang telah gugur, termasuk lebih dari 5,000 anak-anak, sejak dimulainya genosida di Gaza sejak 7 Oktober 2023 oleh Zionist Israel.#FreePalestine #SavePalestine #BDS #OpIsrael #IsraeliCrimes #IsraeliTerrorists #PalestineGenocide',Palestine
'may we all live to see a free palestine in our lives.',Palestine
'Gaza has revealed all the hypocrisy of the West . And it will not be washed ever . If any leader of the west who has the audacity to lectures anyone about human rights, Shove your flip flop in  mouth.   They cant even call for a ceasefire#Palestine_Genocide#IsraelTerrorism',Palestine
'Great scenes in Birmingham tonight!Palestine will be free #birmingham #grandcentral #newstreet #Palestine_Genocide #Palestine #CeasefireNowInGaza #CeasefireNOW #protest',Palestine
'hamas fighter says he has never seen the sea but insha allah one day from river to sea palestine will be free  #FreePalestine',Palestine
'how many settlers who are calling for a free Palestine are going to turn around and celebrate thanksgiving?how many of us are going to gather, spread COVID, and further the anti Black and anti Indigenous eugenicist movement that is the ongoing pandemic?we have to do better',Palestine
'In the BBC video behind the MRI you can notice the boxes are gone.. and this white bag that says for Medical Supplies..is that Hebrew writing on top? I think I know what was in those boxes the IDF brought in. Dont think they were medical supplies..they planted evidence.',Palestine
'Gini mainnya Israhell FROM THE RIVER TO THE SEA PALESTINE WILL BE FREE#Gaza #IsraelIsATerrorist #Palestine_Genocide #PalestineWillBeFreeFromtheRiverTotheSea Arhan 15 M Nadeo You & Me Sarapan Irak Kamis Pendek TNI AU Brunei Cikarang Sehun',Palestine
'This is literally one of the most underrated songs in the games it makes me sad that no one talks about how good it is!',Palestine
'From the river to the seaPalestine will be free. #AlShifaHospital #IsraelTerrorism #Palestine_Genocide #FreePalestineFromIsrael #FreePalestine #Palestine #Gaza_War #Hamas #Hezbollah.',Palestine
'Those native to the land will never leave it. Israel is the last colonial state. #FreePalestine',Palestine
'A massive Protest in the Moroccan city of Tangier in support of Gaza.#FreePalestine',Palestine
'- Ahmedabad crime branch shares how Australian National Wen Johnson ( Tik-Toker) breached the security and invaded the pitch during Ind-Aus world cup final match.Wearing a T-Shirt with Pro-Palestine messages- STOP BOMBING GAZA - FREE PALESTINE',Palestine
'Liam: I guess you want another baby.Hope: MaybeLiam: With Thomas?Hope: Certainly not with you!Me: #BoldandBeautiful',Palestine
'WATCH: Jew screams holocaust denial when asked for proof that Al-Shifa Hospital is Hamas HQ.Israeli hasbara is so desperately incredible that they have to invoke the holofraud instead of answering a basic question.#AlShifaHospital #IsraelTerrorism #Palestine_Genocide',Palestine
'One of the Norways biggest hospitals Ahus stands with Palestine  #FreePalestine',Palestine
'Free Palestine from South Korea You dont have to be a Muslim to stand Palestine   You dont have to be a Muslim to stand Palestine. You just need to be Human. We stand tor Free Palestine #Palestine #Gaza #FreePalestineFromIsrael',Palestine
'Western civilisation. A gangster civilisation of hypocrisy savagery and barbarism. And they have the audacity to lecture others on human rights.#FreePalestine',Palestine
'Oh look Zionists being openly racist to a black woman in plublic on camera.#FreePalestine',Palestine
'Today at McMaster University, about 500 students walked out of class to demand that the Trudeau government call for an immediate ceasefire in Gaza. They joined thousands of students across Canada in doing so. #FreePalestine #CeasefireNow',Palestine
'Im sad that there isnt a single news site here in Australia that I can still depend for news/analysis.But if theres any out here, reporting fearless, truth to power journalism - pls tell me. Ill be glad to switch in. Twitter comrades - my go to right now!#FreePalestine',Palestine
'she has white hair strands we all know white hair is for kaslana. KIAMEI LOVE CHILD',Palestine
'Every time @jeremycorbyn reminds us of how hes a fundamentally decent man with principles and a moral backbone  thanks for being on the right side of history #FreePalestine',Palestine
'So he came from murdering someone elses baby to crying about his own. The amount of cruelty these people carry.',Palestine
'I was driving by and saw this<3 <3 <3 #FreePalestine#CeaseFire',Palestine
'Shame on the Arab world for choosing profits over Palestinian blood.#FreeGaza #FreePalastine #CeasefireNOW #Palestine #SaveGaza #IsraelTerrorists',Palestine
'This first responder in Gaza was trying to make a 3-month-old baby girl smile and laugh in an ambulance.But he couldnt help but break down in tears #GazaUnderAttack #Gaza_Genocide #FreePalestine',Palestine
'Tony Benn made an impassioned speech when he addressed the British Parliament when it came to war votes. 25 years later, we have 293 MPs who are against a ceasefire in Gaza and allow the killings of innocent civilians.#CeasefireNowInGaza #FreePalestine  #AlShifaHospital',Palestine
'I hate to be that person, especially cause I wanted these so bad when I was younger and missed out. But this is a ploy to make you want Puma more than you did 24 hours ago. #FreePalestine Research before you buy this holiday season https://boycott.thewitness.news/browse/1',Palestine
'Palestinian children collecting pages of the Quran after the attack on the mosque. #Gaza_Geniocide #FreePalestineFromIsraelNOW #Isreal_Is_A_Terrorist_State #IsraeliTerrorists #Palestine_Genocide',Palestine
'We will never forget the brave We will never forget the cowards#Palestine_Genocide #Palestinian_lives_matter #Palestinian_children #IsraeliNewNazism #IsraelTerrorism',Palestine
'Just saw someone respond to graffiti that says Free Palestine and Let Gaza Live by saying that the graffiti hurt properties.The buildings cant feel pain. They cant feel love. The people of Gaza can, and do.This type of equivalence is dehumanizing and sick.',Palestine
'From the magnificent river to the glorious sea our heroic Palestinian siblings will be free. #FreePalestine',Palestine
'I guess the message for No Genocide in our name & a Free Palestine was way too scary for you to show?',Palestine
'me after a nice day laying in my bed and overthinking everything',Palestine
'These are those innocent children of Gaza Israel is dropping bombs on such children.#Gaza_Genocide #FreePalestine #IsraelTerrorism',Palestine
'Stealing someones home is one thing but then you have the audacity to list it on Airbnb!? omfg',Palestine
'In Hollywood right now - hundreds of people gathered to say NO TO GENOCIDE! #CeasefireNow #FreePalestine',Palestine
'**Important Point to Note**: An abductee who can run on their own is in good health, and theres no reason to bring them to a hospital during such a critical time unless the hospital is serving as a shelter for the abductors.#Abduction #HospitalUse #Hamas #FreePalestine',Palestine
'US and Canada based Khalstani terrorist Gurpatwant Singh Pannun annouces $10000 reward for Australian, Johnson who breached the security and entered the field during #INDvAUS finals wearing Free Palestine T-shirt',Palestine
'We are certain about the divine promise. We are optimistic about the future and we will perform our duty.Imam KhameneiNov. 19 2023#FreePalestine',Palestine
'Thanx so much to the people of Ireland you are true humanitarians. You are personified as ambassadors for a free Palestine. May Allah God almighty grant the people of Ireland aafiyah goodness in all spheres of life ameen',Palestine
'What a disaster for Israel. 1. #FreePalestine Hashtag so far receives 25.5 billion views. 2. #StandWithIsrael Hashtag so far receives 440.4 million views. This means people of the world stand 5800\% more with Palestine than Israel.',Palestine
'kinda wild how you can apply this to palestine and it works',Palestine
'This action from @SuperValuIRL in 2014 needs repeating across the board. @BDSmovement #TakeaStand #Palestine_Genocide',Palestine
'Can we talk about South Africa having to be the ones to call out US & Israel?!?!',Palestine
'I want the whole world to know the name Motaz Azaiza and put hero next to it.',Palestine
'Please comment and share, so we can all connect and support one another Ps-feel free to draw this in your style and tag me so I can share your work! No deadline #freepalestine #palestine #illustration #dtiys #characterart @Procreate',Palestine
'Loud and clear Free Palestine Stop bombing  Hero of the day #Palestine_Genocide',Palestine
'Comment Free Palestine so that others can follow you in the comments.',Palestine
'Tasnim went to bed and woke up to the scene of her parents martyred.',Palestine
'this was her first audition and time singing on a stage ever she can say whatever she wants',Palestine
'The Afghans find the Shia and Sunni debate idiotic. We have no such clown arguments in our magnificent nation. We are all Muslims, thats it! The Prophet (PBUH) was a Muslim, not Shia or Sunni. Zionist and Arab leaders spread these debates to divide us. #FreePalestine',Palestine
'Free free Palestine! Boycott Israel! Copenhagen rallies for Palestine in large numbers #Gaza',Palestine
'the immediate demand is a ceasefire but the long term demand remains a free Palestine',Palestine
'Fremont High School in Oakland California REMOVES U.S. flag and replaces it with a Palestine flag  #Gaza #FreePalestine',Palestine
'The caption says that the box contains a child.Israeli missiles tore apart his small body until they collected the body parts inside this box.A young father take a farewell look at the body of his child: Hamdi Siam, from inside a BOX.',Palestine
'Joined a great turnout by young people in Burton-upon-Trent today calling for a #CeasefireNOW.#FreePalestine#FromTheRiverToTheSea',Palestine
'just went through this page and could not stop sobbing uncontrollably. follow it, read their stories, and share them. please. the least we can do is read about them. I have never felt this kind of sadness in my entire life.',Palestine
'For 7 weeks straight Israel has been massacring Palestinians.  This includes 5500 + children.',Palestine
'I wish more people knew that palestinians are truly some of the kindest & most hospitable people you will ever come across.',Palestine
'The pause has not started. They are still bombing Gaza.They are attacking people in the West Bank.',Palestine
'While this is a fanzine account, we want to take a moment to direct you all to take action against the genocide happening in Palestine. Especially as a zine based on a beloved SWANA character. #FreePalestine',Palestine
'Thousands gathered outside Parliament right now to demand MPs vote for an immediate #CeasefireNOW #FreePalestine',Palestine
'We will always remember these momentsMan of the tournament#FreePalestine #INDvsAUSfinal #Modi#INDvsAUS #Australia#BabarLaughed #India#Panauti #WorldcupFinal#IrfanPathan #CWC23Final',Palestine
'In Seoul, South Korea, empty shoes were laid out in honor of all those that have been killed in Palestine. The powerful act of putting down the shoes impacted especially who was donating the shoes of your kids and babies.#ShutItDown4Palestine #FreePalestine #November17',Palestine
'It genuinely feels like Americans over 60 are in an alternate reality from the rest of the world',Palestine
'PEOPLE OF DUBLIN: Please support Palestinian Restaurant Shaku Maku in Rathmines if you can  They have been bombarded with negative reviews since a beautiful mural by incredibly talented artist Emmalene Blake was painted on the side of their premises#FreePalestine',Palestine
'There is no moral argument for the existence of any apartheid ethnostate anywhere',Palestine
'Decolonization is genocide, so colonialism is life @elonmusk? Did you learn that from indigenous South Africans? Or from the indigenous peoples of Canada? It may be a good time to ask them again. #Gaza #Palestine #Genocide #FreePalestine #RiverToTheSea',Palestine
'free palestine. free haiti. free congo. free sudan. free yemen. free syria. free EVERYONE under occupation or undergoing any form of genocide.',Palestine
'Many Torah Jews marched in Washington DC to show their support for the Palestinian people.#FreePalestine',Palestine
'we must do everything to let the survivors of 1948 nakba be able to witness a free Palestine during their lifetime. they deserve to see it. they deserve to come back home. Palestinian kids deserve to grow up and live in their homeland too.',Palestine
'They couldnt contact their Mom for weeks to know if she was alive in Gaza - then they saw her on TV',Palestine
'this shouldnt be the reality of palestinians. this isnt normal- stop treating it like it is',Palestine
'Yesterday Israel killed these three doctors in Gaza. May they rest in peace.',Palestine
'Absolutely huge protest outside the Houses of Parliament saying loud and clear: #CeasefireNowInGaza! The politicians should listen now because were not going away until we have a #FreePalestine!',Palestine
'TBS bakery in Egypt has Free Palestine coffee cups  I love my country',Palestine
'They presumed we would discover the mass graves later not witness them being dug in real-time on our phones',Palestine
'Amber Heard. Angelina Jolie. Megan. Keke. Its like clockwork. Yall hate victims of intimate partner violence so much and are obsessed with embarrassing them.',Palestine
'I wake up every morning empty of words. What is there more to say?Then as the day goes on my mind runs a mile a minute. There is so much more to say. #freepalestine',Palestine
'four day ceasefire? my people are maybe safe for four days and congress is patting themselves on their backs???? what happens after the fourth day? we go back to slaughtering thousands of palestinians while the world is silent????',Palestine
'THERES NEWS THAT ISRAEL IS ALREADY PLANNING TO BREACH THE SUPPOSED CEASEFIRE. THIS IS WHY WE CANT STAY SILENT. THEYRE HOPING YOU CELEBRATE EARLY AND FORGET WHY WE SPEAK UP IN THE FIRST PLACE. MAKE SOME NOISE!!! PUT PRESSURE NOW!!!!',Palestine
'Plestia just posted an update that she has left Gaza.She made the choice to leave to protect her family because she felt that she was putting them in danger for being a journalist. She expresses how guilty she feels and but that prays that she can go back to Gaza#FreePalestine',Palestine
'Carrie Bradshaw said free Palestine in 2002 wearing a keffiyeh as a top S4E17',Palestine
'This scene makes me so emotional. In the midst of all the chaos they stop everything to pray over the martyrs.',Palestine
'We have been robbed of our beautiful homeland for over 75 years.',Palestine
'Just like with the BLM protests when palettes of bricks mysteriously turned up before protests, Free Palestine placards are mysteriously turning up at protest sites. But who is funding it all?George Soros?',Palestine
'Soon as I seen Starbucks I knew what was coming',Palestine
'I dont care what you say. nothing in the entire planet is worth causing this to a child. nothing is worth letting this happen. you are dead inside if you see this happening and not bat an eye. fuck you.',Palestine
'they got hit by an air strike in an AMBULANCE!!!!! (10 hours ago) NONE OF THIS IS NORMAL. NONE.',Palestine
'This is happening NOWThis is not GAZA.Its Balata camp in Nablus in the West Bank (where theres NO HAMAS) Israelis just hit them with an airstrike.',Palestine
'a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.a 4 day pause is not a ceasefire.',Palestine
